group;instname;tw_shift;cap_incr;mean_z;std_z;var_z;chi_squared_z;reqs_split
40R_40V_02I_06M;LR2_2_1;0.0;0.0;0.5432;0.5012;0.2512;0.6049;0.1
40R_40V_02I_06M;LR2_2_2;0.0;0.0;0.4444;0.5;0.25;1.0;0.3
40R_40V_02I_06M;LR2_2_3;0.0;0.0;0.4444;0.5;0.25;1.0;0.25
40R_40V_02I_06M;LR2_2_4;0.0;0.0;0.5185;0.5028;0.2528;0.1111;0.15
40R_40V_02I_06M;LR2_2_5;0.0;0.0;0.4321;0.4985;0.2485;1.4938;0.425
40R_40V_04I_06M;LR2_2_1;0.0;0.0;1.5679;1.0361;1.0735;4.3827;0.3
40R_40V_04I_06M;LR2_2_2;0.0003;0.0;1.2963;1.1984;1.4361;6.4568;0.325
40R_40V_04I_06M;LR2_2_3;0.0;0.0;1.2346;1.0639;1.1318;5.0741;0.45
40R_40V_04I_06M;LR2_2_4;0.0;0.0;1.5062;1.0262;1.0531;8.1358;0.375
40R_40V_04I_06M;LR2_2_5;0.0;0.0;1.3333;1.0954;1.2;2.2099;0.5
