group;instname;tw_shift;cap_incr;mean_z;std_z;var_z;chi_squared_z;reqs_split
60R_60V_02I_06M;LR1_2_1;0.1714;0.0125;0.405;0.4929;0.243;4.3719;0.0833
60R_60V_02I_06M;LR1_2_2;0.0086;0.0;0.4876;0.5019;0.2519;0.0744;0.0833
60R_60V_02I_06M;LR1_2_3;0.5221;0.0113;0.3554;0.4806;0.231;10.124;0.05
60R_60V_02I_06M;LR1_2_4;0.0096;0.0;0.405;0.4929;0.243;4.3719;0.05
60R_60V_02I_06M;LR1_2_5;0.0014;0.0;0.4298;0.4971;0.2471;2.3884;0.1
60R_60V_04I_06M;LR1_2_1;0.5469;0.0242;1.7107;1.1287;1.274;4.7851;0.25
60R_60V_04I_06M;LR1_2_2;0.4413;0.0158;1.5207;1.1698;1.3683;4.7851;0.2167
60R_60V_04I_06M;LR1_2_3;0.2094;0.004;1.7521;1.1781;1.388;10.5372;0.2667
60R_60V_04I_06M;LR1_2_4;0.0578;0.004;1.3802;1.2333;1.5209;13.4463;0.1333
60R_60V_04I_06M;LR1_2_5;0.0738;0.004;1.4463;1.0951;1.1992;2.0744;0.1667
