group;instname;tw_shift;cap_incr;mean_z;std_z;var_z;chi_squared_z;reqs_split
06R_06V_02I_04M;lr201;0.0;0.0;0.3077;0.4804;0.2308;1.9231;0.0
06R_06V_02I_04M;lr202;0.0;0.0;0.3846;0.5064;0.2564;0.6923;0.1667
06R_06V_02I_04M;lr203;0.0;0.0;0.4615;0.5189;0.2692;0.0769;0.3333
06R_06V_02I_04M;lr204;0.0;0.0;0.6154;0.5064;0.2564;0.6923;0.6667
06R_06V_02I_04M;lr205;0.0;0.0;0.3077;0.4804;0.2308;1.9231;0.3333
06R_06V_04I_04M;lr201;0.0;0.0;1.6923;1.3156;1.7308;2.6923;0.3333
06R_06V_04I_04M;lr202;0.0;0.0;1.1538;1.2142;1.4744;2.6923;0.3333
06R_06V_04I_04M;lr203;0.0;0.0;1.0;0.9129;0.8333;4.5385;0.6667
06R_06V_04I_04M;lr204;0.0;0.0;1.2308;1.0127;1.0256;2.6923;0.8333
06R_06V_04I_04M;lr205;0.0;0.0;1.0769;1.2558;1.5769;3.9231;0.6667
08R_08V_02I_04M;lr201;0.0;0.0;0.2353;0.4372;0.1912;4.7647;0.25
08R_08V_02I_04M;lr202;0.0;0.0;0.4706;0.5145;0.2647;0.0588;0.25
08R_08V_02I_04M;lr203;0.0;0.0;0.5294;0.5145;0.2647;0.0588;0.375
08R_08V_02I_04M;lr204;0.0;0.0;0.4118;0.5073;0.2574;0.5294;0.375
08R_08V_02I_04M;lr205;0.0;0.0;0.4706;0.5145;0.2647;0.0588;0.25
08R_08V_04I_04M;lr201;0.0;0.0;1.1765;1.0146;1.0294;5.3529;0.5
08R_08V_04I_04M;lr202;0.0;0.0;1.6471;1.0572;1.1176;1.1176;0.5
08R_08V_04I_04M;lr203;0.0;0.0;0.7059;0.9196;0.8456;9.1176;0.375
08R_08V_04I_04M;lr204;0.0;0.0;1.0588;1.088;1.1838;3.0;0.625
08R_08V_04I_04M;lr205;0.0;0.0;1.0;1.118;1.25;5.3529;0.75
10R_10V_02I_04M;lr201;0.0;0.0;0.4762;0.5118;0.2619;0.0476;0.2
10R_10V_02I_04M;lr202;0.0;0.0;0.381;0.4976;0.2476;1.1905;0.2
10R_10V_02I_04M;lr203;0.0;0.0;0.4762;0.5118;0.2619;0.0476;0.4
10R_10V_02I_04M;lr204;0.0;0.0;0.4762;0.5118;0.2619;0.0476;0.4
10R_10V_02I_04M;lr205;0.0;0.0;0.4762;0.5118;0.2619;0.0476;0.4
10R_10V_04I_04M;lr201;0.0;0.0;1.4286;1.1212;1.2571;1.2857;0.5
10R_10V_04I_04M;lr202;0.0;0.0;1.2857;1.1019;1.2143;1.2857;0.7
10R_10V_04I_04M;lr203;0.0;0.0;0.9524;1.0235;1.0476;5.0952;0.5
10R_10V_04I_04M;lr204;0.0;0.0;1.381;0.9735;0.9476;4.7143;0.6
10R_10V_04I_04M;lr205;0.0;0.0;1.0;1.1402;1.3;5.8571;0.5
12R_12V_02I_04M;lr201;0.0;0.0;0.4;0.5;0.25;1.0;0.1667
12R_12V_02I_04M;lr202;0.0;0.0;0.48;0.5099;0.26;0.04;0.3333
12R_12V_02I_04M;lr203;0.0;0.0;0.44;0.5066;0.2567;0.36;0.4167
12R_12V_02I_04M;lr204;0.0;0.0;0.56;0.5066;0.2567;0.36;0.3333
12R_12V_02I_04M;lr205;0.0;0.0;0.48;0.5099;0.26;0.04;0.5
12R_12V_04I_04M;lr201;0.0;0.0;1.36;1.2543;1.5733;5.24;0.4167
12R_12V_04I_04M;lr202;0.0;0.0;1.36;1.3191;1.74;5.24;0.75
12R_12V_04I_04M;lr203;0.0;0.0;1.04;1.0985;1.2067;5.56;0.3333
12R_12V_04I_04M;lr204;0.0;0.0;1.36;1.0755;1.1567;1.4;0.5
12R_12V_04I_04M;lr205;0.0;0.0;1.28;1.0214;1.0433;3.32;0.6667
